,brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
347,1075,Caldera Brewing Company,1294791118,4.0,4.5,5.0,mindlucent2007,American IPA,4.0,5.0,Caldera IPA,6.1,10784
348,1075,Caldera Brewing Company,1294539199,4.0,3.5,4.5,AlCaponeJunior,American IPA,4.0,4.0,Caldera IPA,6.1,10784
349,1075,Caldera Brewing Company,1294305907,4.0,3.0,4.0,corby112,American IPA,3.0,3.0,Caldera IPA,6.1,10784
351,1075,Caldera Brewing Company,1294116253,4.0,4.0,4.5,BEERchitect,American IPA,3.5,3.5,Caldera IPA,6.1,10784
352,1075,Caldera Brewing Company,1293153465,4.0,4.0,4.5,Jayli,American IPA,4.0,4.5,Caldera IPA,6.1,10784
353,1075,Caldera Brewing Company,1293123837,3.5,3.5,4.0,LilBeerDoctor,American IPA,3.5,3.5,Caldera IPA,6.1,10784
354,1075,Caldera Brewing Company,1293061516,4.0,4.0,4.0,clayrock81,American IPA,4.0,4.0,Caldera IPA,6.1,10784
355,1075,Caldera Brewing Company,1292778811,4.0,4.0,4.0,lstokes,American IPA,3.5,4.0,Caldera IPA,6.1,10784
356,1075,Caldera Brewing Company,1292282933,4.5,4.0,3.5,kylejohnson03,American IPA,4.0,4.5,Caldera IPA,6.1,10784
357,1075,Caldera Brewing Company,1291909316,4.0,4.0,4.0,csiewert,American IPA,3.5,3.5,Caldera IPA,6.1,10784
358,1075,Caldera Brewing Company,1291863248,4.0,4.0,4.0,beerphan,American IPA,4.0,4.0,Caldera IPA,6.1,10784
359,1075,Caldera Brewing Company,1291772007,4.5,4.0,4.0,climax,American IPA,4.0,4.5,Caldera IPA,6.1,10784
360,1075,Caldera Brewing Company,1280725041,4.0,3.5,4.5,JTahoe,American IPA,3.5,4.0,Caldera IPA,6.1,10784
361,1075,Caldera Brewing Company,1290892378,4.5,4.5,4.0,JoEBoBpr,American IPA,4.0,4.5,Caldera IPA,6.1,10784
362,1075,Caldera Brewing Company,1290186023,3.0,2.5,4.0,OWSLEY069,American IPA,3.0,3.0,Caldera IPA,6.1,10784
363,1075,Caldera Brewing Company,1289994167,4.0,4.0,5.0,AEK,American IPA,4.0,4.0,Caldera IPA,6.1,10784
364,1075,Caldera Brewing Company,1289772727,4.5,4.0,4.5,TheManiacalOne,American IPA,4.5,4.5,Caldera IPA,6.1,10784
365,1075,Caldera Brewing Company,1289066078,4.5,4.0,4.0,awalk1227,American IPA,3.5,4.0,Caldera IPA,6.1,10784
366,1075,Caldera Brewing Company,1288747230,4.0,4.0,4.5,BuckyFresh,American IPA,4.0,3.5,Caldera IPA,6.1,10784
367,1075,Caldera Brewing Company,1288594654,4.0,4.0,4.0,SamuelJackson45,American IPA,4.0,4.5,Caldera IPA,6.1,10784
368,1075,Caldera Brewing Company,1288568600,4.0,4.0,4.5,djbreezy,American IPA,4.0,4.0,Caldera IPA,6.1,10784
369,1075,Caldera Brewing Company,1288326570,5.0,4.0,4.5,wcudwight,American IPA,4.5,4.5,Caldera IPA,6.1,10784
370,1075,Caldera Brewing Company,1288222917,4.0,4.0,4.0,JoeyBeerBelly,American IPA,4.5,4.0,Caldera IPA,6.1,10784
371,1075,Caldera Brewing Company,1237945444,4.5,3.5,4.5,HopDerek,American IPA,4.0,4.0,Caldera IPA,6.1,10784
372,1075,Caldera Brewing Company,1287709770,5.0,4.0,4.0,DeanMoriarty,American IPA,4.0,4.0,Caldera IPA,6.1,10784
373,1075,Caldera Brewing Company,1287274920,4.0,3.5,4.0,xnicknj,American IPA,3.5,3.5,Caldera IPA,6.1,10784
374,1075,Caldera Brewing Company,1286137884,3.5,3.5,3.5,northyorksammy,American IPA,3.5,3.5,Caldera IPA,6.1,10784
375,1075,Caldera Brewing Company,1285793647,2.5,3.5,3.5,Bfarr,American IPA,4.0,4.0,Caldera IPA,6.1,10784
376,1075,Caldera Brewing Company,1285631508,3.5,2.5,3.5,crossovert,American IPA,3.5,4.5,Caldera IPA,6.1,10784
377,1075,Caldera Brewing Company,1285543810,4.5,4.0,4.0,emmasdad,American IPA,4.0,4.0,Caldera IPA,6.1,10784
378,1075,Caldera Brewing Company,1285394918,3.5,3.5,4.0,DoubleJ,American IPA,4.0,3.5,Caldera IPA,6.1,10784
379,1075,Caldera Brewing Company,1285377193,4.5,4.0,4.5,Beerenauslese,American IPA,4.0,4.5,Caldera IPA,6.1,10784
380,1075,Caldera Brewing Company,1284942580,4.0,4.0,4.0,chumba526,American IPA,4.0,4.5,Caldera IPA,6.1,10784
381,1075,Caldera Brewing Company,1284915166,4.0,4.5,4.0,merlin48,American IPA,4.0,4.5,Caldera IPA,6.1,10784
382,1075,Caldera Brewing Company,1284791160,3.5,3.0,3.5,htomsirveaux,American IPA,4.0,3.5,Caldera IPA,6.1,10784
383,1075,Caldera Brewing Company,1279169746,4.5,3.5,5.0,BrewsB4Shrews,American IPA,4.0,4.5,Caldera IPA,6.1,10784
384,1075,Caldera Brewing Company,1284773313,4.0,4.0,4.5,cvaypai,American IPA,3.0,4.5,Caldera IPA,6.1,10784
385,1075,Caldera Brewing Company,1284684401,4.0,4.5,4.0,elgiacomo,American IPA,3.5,4.0,Caldera IPA,6.1,10784
386,1075,Caldera Brewing Company,1284602207,4.5,4.5,4.5,cbak999,American IPA,4.0,4.5,Caldera IPA,6.1,10784
387,1075,Caldera Brewing Company,1284314205,4.5,4.0,4.0,pigdog,American IPA,4.0,4.0,Caldera IPA,6.1,10784
388,1075,Caldera Brewing Company,1284260105,4.5,3.5,3.5,irishgurl4,American IPA,4.0,4.0,Caldera IPA,6.1,10784
389,1075,Caldera Brewing Company,1284237564,4.0,4.0,4.0,barleywinefiend,American IPA,3.5,3.5,Caldera IPA,6.1,10784
390,1075,Caldera Brewing Company,1283221299,4.0,4.0,4.0,charmcityboh,American IPA,3.5,4.0,Caldera IPA,6.1,10784
391,1075,Caldera Brewing Company,1282776701,4.0,4.0,4.0,seedsofchaos,American IPA,4.0,4.0,Caldera IPA,6.1,10784
392,1075,Caldera Brewing Company,1278974127,3.5,4.5,4.0,Beerandraiderfan,American IPA,4.0,4.0,Caldera IPA,6.1,10784
394,1075,Caldera Brewing Company,1282437399,4.0,4.0,4.0,Ryan011235,American IPA,4.5,4.0,Caldera IPA,6.1,10784
395,1075,Caldera Brewing Company,1282425919,5.0,4.0,4.0,samie85,American IPA,4.5,4.0,Caldera IPA,6.1,10784
396,1075,Caldera Brewing Company,1282359216,4.5,4.0,3.5,StaveHooks,American IPA,3.5,4.0,Caldera IPA,6.1,10784
397,1075,Caldera Brewing Company,1281981701,4.0,4.0,4.0,Brent,American IPA,4.0,4.0,Caldera IPA,6.1,10784
398,1075,Caldera Brewing Company,1281829729,4.0,4.0,4.0,thecarster1,American IPA,4.0,4.0,Caldera IPA,6.1,10784
399,1075,Caldera Brewing Company,1281560681,4.5,4.0,3.5,GarrettMD,American IPA,4.0,5.0,Caldera IPA,6.1,10784
400,1075,Caldera Brewing Company,1281058518,4.0,3.5,4.0,leedorham,American IPA,3.5,3.5,Caldera IPA,6.1,10784
401,1075,Caldera Brewing Company,1281054838,4.0,4.5,4.0,hawks10,American IPA,4.0,3.5,Caldera IPA,6.1,10784
402,1075,Caldera Brewing Company,1280985927,4.0,4.0,5.0,Bubba83,American IPA,4.5,4.0,Caldera IPA,6.1,10784
404,1075,Caldera Brewing Company,1280541063,5.0,4.0,4.5,JohnQVegas,American IPA,4.5,5.0,Caldera IPA,6.1,10784
405,1075,Caldera Brewing Company,1280121771,3.0,3.0,4.0,philbertk,American IPA,3.0,2.5,Caldera IPA,6.1,10784
406,1075,Caldera Brewing Company,1279927381,4.0,3.5,4.0,sliverX,American IPA,4.0,4.5,Caldera IPA,6.1,10784
407,1075,Caldera Brewing Company,1279656760,4.5,4.0,4.0,bump8628,American IPA,4.0,4.0,Caldera IPA,6.1,10784
408,1075,Caldera Brewing Company,1279590609,4.5,5.0,4.5,bridgetowhophead,American IPA,4.0,4.0,Caldera IPA,6.1,10784
409,1075,Caldera Brewing Company,1279588546,4.5,4.0,4.5,TheHungryHiker,American IPA,4.0,4.5,Caldera IPA,6.1,10784
410,1075,Caldera Brewing Company,1279487880,4.5,4.0,4.0,nc41,American IPA,4.5,4.5,Caldera IPA,6.1,10784
411,1075,Caldera Brewing Company,1279374127,4.5,4.5,4.5,btorsdog,American IPA,4.0,4.5,Caldera IPA,6.1,10784
412,1075,Caldera Brewing Company,1278972867,4.0,3.5,4.0,jzeilinger,American IPA,4.0,4.0,Caldera IPA,6.1,10784
413,1075,Caldera Brewing Company,1278684178,3.5,4.0,4.0,BlackHaddock,American IPA,4.0,3.5,Caldera IPA,6.1,10784
414,1075,Caldera Brewing Company,1278630893,4.0,4.0,4.0,gatornation,American IPA,3.5,4.0,Caldera IPA,6.1,10784
415,1075,Caldera Brewing Company,1278462382,4.0,4.0,4.0,BeerAdvocate,American IPA,4.0,4.0,Caldera IPA,6.1,10784
416,1075,Caldera Brewing Company,1278378015,3.0,3.0,3.0,beertunes,American IPA,3.0,3.0,Caldera IPA,6.1,10784
417,1075,Caldera Brewing Company,1278312943,4.0,4.0,4.0,squaremile,American IPA,4.0,4.0,Caldera IPA,6.1,10784
418,1075,Caldera Brewing Company,1278093529,4.0,3.5,4.0,mikereaser,American IPA,4.0,4.0,Caldera IPA,6.1,10784
419,1075,Caldera Brewing Company,1278016964,4.0,3.5,3.0,thagr81us,American IPA,4.0,3.5,Caldera IPA,6.1,10784
420,1075,Caldera Brewing Company,1277424439,4.5,4.5,4.0,brauseboof,American IPA,4.5,4.5,Caldera IPA,6.1,10784
421,1075,Caldera Brewing Company,1275409131,4.5,4.5,4.5,BigMike,American IPA,4.0,4.0,Caldera IPA,6.1,10784
422,1075,Caldera Brewing Company,1277347253,4.5,4.5,3.5,trevorjn06,American IPA,4.5,4.5,Caldera IPA,6.1,10784
423,1075,Caldera Brewing Company,1277329335,4.0,4.5,4.5,therica,American IPA,4.5,4.5,Caldera IPA,6.1,10784
424,1075,Caldera Brewing Company,1277327337,4.5,4.0,4.5,zoso1967,American IPA,4.0,3.5,Caldera IPA,6.1,10784
425,1075,Caldera Brewing Company,1277179754,4.0,4.0,3.5,WYVYRN527,American IPA,4.0,4.5,Caldera IPA,6.1,10784
426,1075,Caldera Brewing Company,1277173332,3.5,3.5,4.0,barleywinefiend,American IPA,3.5,3.5,Caldera IPA,6.1,10784
427,1075,Caldera Brewing Company,1276830747,4.0,4.0,3.5,kiddynamite920,American IPA,3.5,4.0,Caldera IPA,6.1,10784
428,1075,Caldera Brewing Company,1276327213,4.5,4.5,4.5,olmatty,American IPA,4.0,5.0,Caldera IPA,6.1,10784
429,1075,Caldera Brewing Company,1275512166,4.0,4.5,4.5,scottyshades,American IPA,4.5,4.0,Caldera IPA,6.1,10784
431,1075,Caldera Brewing Company,1275388099,5.0,5.0,4.5,Freethyhops,American IPA,3.5,4.5,Caldera IPA,6.1,10784
432,1075,Caldera Brewing Company,1274584909,5.0,5.0,4.5,wolfinthemirror,American IPA,4.5,4.5,Caldera IPA,6.1,10784
433,1075,Caldera Brewing Company,1274110682,3.5,2.5,3.5,ktrillionaire,American IPA,4.0,4.0,Caldera IPA,6.1,10784
434,1075,Caldera Brewing Company,1274064984,4.5,4.5,4.0,oregonskibum,American IPA,4.0,4.0,Caldera IPA,6.1,10784
435,1075,Caldera Brewing Company,1273843947,4.5,4.5,4.0,thain709,American IPA,4.0,4.0,Caldera IPA,6.1,10784
436,1075,Caldera Brewing Company,1273809063,3.5,4.0,4.0,kkipple,American IPA,3.5,4.0,Caldera IPA,6.1,10784
437,1075,Caldera Brewing Company,1273711585,4.0,4.0,4.0,gatorbreath,American IPA,4.0,4.5,Caldera IPA,6.1,10784
438,1075,Caldera Brewing Company,1273617448,4.0,3.5,4.0,branimal9,American IPA,3.5,4.0,Caldera IPA,6.1,10784
439,1075,Caldera Brewing Company,1272135863,4.5,4.0,4.5,cdizinno,American IPA,5.0,5.0,Caldera IPA,6.1,10784
440,1075,Caldera Brewing Company,1326249924,4.5,4.0,5.0,MacQ32,American IPA,4.0,4.5,Caldera IPA,6.1,10784
441,1075,Caldera Brewing Company,1326238002,4.0,4.5,4.5,beerdedking,American IPA,3.5,4.5,Caldera IPA,6.1,10784
442,1075,Caldera Brewing Company,1326032536,3.5,3.5,4.0,Finatic,American IPA,3.5,3.5,Caldera IPA,6.1,10784
443,1075,Caldera Brewing Company,1325980456,5.0,5.0,5.0,vicsju1991,American IPA,5.0,5.0,Caldera IPA,6.1,10784
444,1075,Caldera Brewing Company,1325657658,4.0,4.0,4.5,dbossman,American IPA,4.0,4.0,Caldera IPA,6.1,10784
445,1075,Caldera Brewing Company,1325477658,3.5,3.5,4.0,HOPPYKC,American IPA,4.0,3.5,Caldera IPA,6.1,10784
446,1075,Caldera Brewing Company,1325383668,4.0,3.5,4.0,TheFightfan1,American IPA,4.0,4.0,Caldera IPA,6.1,10784
447,1075,Caldera Brewing Company,1324936267,4.5,3.5,3.0,drewba,American IPA,4.0,4.0,Caldera IPA,6.1,10784
449,1075,Caldera Brewing Company,1324173764,5.0,5.0,4.0,IPAguy2009,American IPA,4.0,4.5,Caldera IPA,6.1,10784
450,1075,Caldera Brewing Company,1272067521,4.5,4.5,4.0,Tilley4,American IPA,4.5,4.0,Caldera IPA,6.1,10784
451,1075,Caldera Brewing Company,1271892680,4.5,4.5,4.0,AlexJ,American IPA,4.0,4.5,Caldera IPA,6.1,10784
452,1075,Caldera Brewing Company,1271509638,4.5,4.0,4.5,avalon07,American IPA,4.5,4.0,Caldera IPA,6.1,10784
453,1075,Caldera Brewing Company,1271296509,4.0,4.0,4.0,jpro,American IPA,3.5,3.5,Caldera IPA,6.1,10784
454,1075,Caldera Brewing Company,1270956549,4.0,3.0,4.5,mdcrouser,American IPA,3.5,4.0,Caldera IPA,6.1,10784
455,1075,Caldera Brewing Company,1270492948,4.5,4.0,4.0,kylehayworth,American IPA,4.0,4.5,Caldera IPA,6.1,10784
456,1075,Caldera Brewing Company,1269892519,4.0,4.0,4.0,Kadonny,American IPA,4.0,4.0,Caldera IPA,6.1,10784
457,1075,Caldera Brewing Company,1269642122,4.0,4.0,4.0,RomaniIteDomum,American IPA,4.5,4.0,Caldera IPA,6.1,10784
458,1075,Caldera Brewing Company,1269174802,4.0,4.0,4.0,indiapaleale,American IPA,4.0,4.0,Caldera IPA,6.1,10784
459,1075,Caldera Brewing Company,1268775804,4.0,4.0,4.5,armock,American IPA,4.0,4.0,Caldera IPA,6.1,10784
460,1075,Caldera Brewing Company,1268743762,4.5,4.5,3.5,Cresant,American IPA,4.0,4.5,Caldera IPA,6.1,10784
461,1075,Caldera Brewing Company,1268596419,4.0,4.5,4.0,biggred1,American IPA,4.0,4.5,Caldera IPA,6.1,10784
462,1075,Caldera Brewing Company,1268415775,1.0,4.0,4.0,ShadesOfGray,American IPA,2.0,2.0,Caldera IPA,6.1,10784
463,1075,Caldera Brewing Company,1268007672,3.5,4.0,4.0,jlindros,American IPA,4.0,4.0,Caldera IPA,6.1,10784
464,1075,Caldera Brewing Company,1267929272,4.5,4.0,4.5,Casey10,American IPA,4.5,4.0,Caldera IPA,6.1,10784
465,1075,Caldera Brewing Company,1267313530,4.5,4.0,4.0,WesWes,American IPA,4.0,4.5,Caldera IPA,6.1,10784
466,1075,Caldera Brewing Company,1266947297,4.0,3.5,3.5,PeteVenkman,American IPA,3.5,3.5,Caldera IPA,6.1,10784
467,1075,Caldera Brewing Company,1266787279,4.0,4.0,4.0,callmemickey,American IPA,4.0,4.0,Caldera IPA,6.1,10784
468,1075,Caldera Brewing Company,1266701805,4.0,4.0,5.0,hoppyhobby,American IPA,4.0,4.5,Caldera IPA,6.1,10784
469,1075,Caldera Brewing Company,1266459012,4.0,4.5,4.0,Philabeerphia,American IPA,4.5,4.0,Caldera IPA,6.1,10784
470,1075,Caldera Brewing Company,1266388888,4.0,3.5,4.0,ClockworkOrange,American IPA,4.0,3.5,Caldera IPA,6.1,10784
471,1075,Caldera Brewing Company,1266388534,4.0,4.0,4.5,iasanlee,American IPA,4.0,4.0,Caldera IPA,6.1,10784
472,1075,Caldera Brewing Company,1266363163,4.0,3.5,3.5,MURF0320,American IPA,4.0,4.0,Caldera IPA,6.1,10784
473,1075,Caldera Brewing Company,1266284114,3.0,2.5,4.5,organicbrewer,American IPA,3.5,3.0,Caldera IPA,6.1,10784
474,1075,Caldera Brewing Company,1265786262,4.5,4.0,4.0,onix1agr,American IPA,4.0,4.0,Caldera IPA,6.1,10784
475,1075,Caldera Brewing Company,1265676399,4.0,3.0,4.0,SpeedwayJim,American IPA,4.0,3.5,Caldera IPA,6.1,10784
476,1075,Caldera Brewing Company,1259454988,4.5,3.0,4.0,raverjames,American IPA,4.5,4.5,Caldera IPA,6.1,10784
477,1075,Caldera Brewing Company,1265225199,4.0,3.5,4.0,Lunch,American IPA,3.5,4.0,Caldera IPA,6.1,10784
478,1075,Caldera Brewing Company,1262920359,4.5,4.0,4.0,bamadog,American IPA,4.0,4.0,Caldera IPA,6.1,10784
479,1075,Caldera Brewing Company,1262403473,4.5,3.5,4.5,augustgarage,American IPA,4.0,4.0,Caldera IPA,6.1,10784
480,1075,Caldera Brewing Company,1262314296,4.5,4.5,4.5,jwc215,American IPA,4.0,4.0,Caldera IPA,6.1,10784
481,1075,Caldera Brewing Company,1261805236,4.5,4.0,5.0,dedrinker,American IPA,4.0,4.5,Caldera IPA,6.1,10784
482,1075,Caldera Brewing Company,1261454050,5.0,4.5,4.0,Gyle41386,American IPA,4.0,4.0,Caldera IPA,6.1,10784
483,1075,Caldera Brewing Company,1261448306,4.0,4.0,4.5,ShogoKawada,American IPA,4.5,4.0,Caldera IPA,6.1,10784
484,1075,Caldera Brewing Company,1259219882,4.0,3.5,3.5,JohnGalt1,American IPA,3.5,3.5,Caldera IPA,6.1,10784
485,1075,Caldera Brewing Company,1261356086,4.0,3.5,3.5,alleykatking,American IPA,4.0,3.5,Caldera IPA,6.1,10784
486,1075,Caldera Brewing Company,1261108959,4.0,4.0,4.5,berebrando,American IPA,4.5,3.5,Caldera IPA,6.1,10784
487,1075,Caldera Brewing Company,1260945337,3.5,3.5,4.0,Overlord,American IPA,3.5,3.5,Caldera IPA,6.1,10784
488,1075,Caldera Brewing Company,1260766595,4.5,4.0,4.5,RedBrewer83,American IPA,4.0,4.0,Caldera IPA,6.1,10784
489,1075,Caldera Brewing Company,1260411055,4.5,5.0,4.5,womencantsail,American IPA,3.5,4.5,Caldera IPA,6.1,10784
490,1075,Caldera Brewing Company,1260255554,4.0,4.5,4.5,slayer3604,American IPA,4.0,4.0,Caldera IPA,6.1,10784
491,1075,Caldera Brewing Company,1260051904,4.5,5.0,4.0,jctribe25,American IPA,4.5,4.5,Caldera IPA,6.1,10784
492,1075,Caldera Brewing Company,1259630725,3.5,3.5,4.0,hooliganlife,American IPA,4.5,4.0,Caldera IPA,6.1,10784
493,1075,Caldera Brewing Company,1227450368,4.5,4.5,4.0,DrDogbeer,American IPA,4.5,4.5,Caldera IPA,6.1,10784
494,1075,Caldera Brewing Company,1259109381,4.0,3.5,4.0,kels,American IPA,4.0,3.5,Caldera IPA,6.1,10784
495,1075,Caldera Brewing Company,1259047445,3.5,3.5,4.0,callmescraps,American IPA,3.5,3.0,Caldera IPA,6.1,10784
496,1075,Caldera Brewing Company,1258906716,5.0,5.0,4.0,woodychandler,American IPA,4.0,5.0,Caldera IPA,6.1,10784
497,1075,Caldera Brewing Company,1258846778,4.0,4.0,4.0,Primitivechef,American IPA,4.0,4.0,Caldera IPA,6.1,10784
498,1075,Caldera Brewing Company,1258127478,4.5,3.5,4.0,BevMoAndrew,American IPA,3.5,3.5,Caldera IPA,6.1,10784
499,1075,Caldera Brewing Company,1256962406,3.5,4.0,4.5,mugglesandhops,American IPA,4.0,3.0,Caldera IPA,6.1,10784
500,1075,Caldera Brewing Company,1256871148,4.0,4.0,4.0,Finn,American IPA,4.0,4.0,Caldera IPA,6.1,10784
501,1075,Caldera Brewing Company,1256869593,4.0,4.0,4.5,drabmuh,American IPA,4.0,4.5,Caldera IPA,6.1,10784
502,1075,Caldera Brewing Company,1256585280,3.5,3.5,4.0,Schmaltzy,American IPA,4.0,4.0,Caldera IPA,6.1,10784
503,1075,Caldera Brewing Company,1255983403,4.0,4.0,4.0,nickd717,American IPA,4.0,4.0,Caldera IPA,6.1,10784
504,1075,Caldera Brewing Company,1252299756,3.5,4.0,3.5,WeisGuy,American IPA,3.5,3.5,Caldera IPA,6.1,10784
505,1075,Caldera Brewing Company,1255406572,4.5,4.5,4.0,glid02,American IPA,4.0,4.0,Caldera IPA,6.1,10784
506,1075,Caldera Brewing Company,1254103096,4.5,4.0,4.0,RoyalT,American IPA,4.5,4.5,Caldera IPA,6.1,10784
507,1075,Caldera Brewing Company,1254073027,4.0,4.0,4.5,mikey711,American IPA,4.0,4.0,Caldera IPA,6.1,10784
508,1075,Caldera Brewing Company,1253757832,4.5,4.5,4.0,snaotheus,American IPA,4.0,4.0,Caldera IPA,6.1,10784
509,1075,Caldera Brewing Company,1253650330,4.5,3.5,4.0,Deuane,American IPA,4.0,4.0,Caldera IPA,6.1,10784
510,1075,Caldera Brewing Company,1253477448,5.0,4.5,4.5,Stimwizzle,American IPA,5.0,5.0,Caldera IPA,6.1,10784
511,1075,Caldera Brewing Company,1253213801,4.5,4.0,4.5,Slatetank,American IPA,4.0,4.0,Caldera IPA,6.1,10784
512,1075,Caldera Brewing Company,1252729215,4.0,4.0,3.5,wmthorne,American IPA,3.5,4.0,Caldera IPA,6.1,10784
513,1075,Caldera Brewing Company,1252632725,4.5,4.0,3.5,mbunje,American IPA,4.5,4.0,Caldera IPA,6.1,10784
514,1075,Caldera Brewing Company,1252027454,3.5,4.0,3.5,Genghis22,American IPA,4.5,3.5,Caldera IPA,6.1,10784
515,1075,Caldera Brewing Company,1251925968,4.0,4.0,4.0,Halcyondays,American IPA,3.5,3.5,Caldera IPA,6.1,10784
516,1075,Caldera Brewing Company,1251853060,4.5,4.0,4.0,hckyfn9999,American IPA,4.0,4.5,Caldera IPA,6.1,10784
517,1075,Caldera Brewing Company,1251411241,3.5,3.5,3.0,HalfFull,American IPA,4.0,3.5,Caldera IPA,6.1,10784
518,1075,Caldera Brewing Company,1251276005,4.5,4.0,4.0,mdagnew,American IPA,4.0,4.0,Caldera IPA,6.1,10784
519,1075,Caldera Brewing Company,1250934691,2.5,3.0,4.0,vacax,American IPA,3.0,3.0,Caldera IPA,6.1,10784
520,1075,Caldera Brewing Company,1250789813,4.5,3.5,4.0,Imstillthegman,American IPA,4.5,4.0,Caldera IPA,6.1,10784
521,1075,Caldera Brewing Company,1250702282,4.0,3.5,4.0,qchic,American IPA,4.0,4.5,Caldera IPA,6.1,10784
522,1075,Caldera Brewing Company,1250440035,3.0,3.5,3.5,mjl21,American IPA,3.5,3.0,Caldera IPA,6.1,10784
523,1075,Caldera Brewing Company,1243102194,3.0,5.0,4.0,madtappers,American IPA,4.0,3.0,Caldera IPA,6.1,10784
524,1075,Caldera Brewing Company,1250129621,3.5,4.5,4.0,cerveza5150,American IPA,3.5,4.0,Caldera IPA,6.1,10784
525,1075,Caldera Brewing Company,1250097211,5.0,4.0,4.0,beerswamie,American IPA,4.5,5.0,Caldera IPA,6.1,10784
526,1075,Caldera Brewing Company,1249940104,4.5,4.0,4.0,Metalmonk,American IPA,3.5,4.0,Caldera IPA,6.1,10784
527,1075,Caldera Brewing Company,1249869859,4.5,4.5,4.5,webbcreative,American IPA,4.0,4.5,Caldera IPA,6.1,10784
528,1075,Caldera Brewing Company,1249707176,4.0,4.5,4.0,Tdizzle,American IPA,4.0,4.0,Caldera IPA,6.1,10784
529,1075,Caldera Brewing Company,1249616172,4.5,4.0,4.0,d0ggnate,American IPA,4.0,4.0,Caldera IPA,6.1,10784
530,1075,Caldera Brewing Company,1248568237,2.0,4.0,4.5,velosuds,American IPA,3.0,3.0,Caldera IPA,6.1,10784
531,1075,Caldera Brewing Company,1227408943,4.0,4.0,4.0,ArrogantB,American IPA,4.5,3.5,Caldera IPA,6.1,10784
532,1075,Caldera Brewing Company,1248487882,3.5,4.5,3.5,argock,American IPA,4.0,3.5,Caldera IPA,6.1,10784
533,1075,Caldera Brewing Company,1248390678,4.0,3.0,3.5,Docer,American IPA,3.5,3.5,Caldera IPA,6.1,10784
534,1075,Caldera Brewing Company,1247879445,4.5,4.5,4.0,jackorain,American IPA,4.0,4.0,Caldera IPA,6.1,10784
535,1075,Caldera Brewing Company,1247702251,3.5,3.5,4.0,BeerBelcher,American IPA,4.0,3.5,Caldera IPA,6.1,10784
536,1075,Caldera Brewing Company,1247548071,4.5,3.5,4.0,czechsaaz,American IPA,4.0,4.5,Caldera IPA,6.1,10784
537,1075,Caldera Brewing Company,1247427830,4.0,3.5,4.0,meatyard,American IPA,4.0,3.5,Caldera IPA,6.1,10784
538,1075,Caldera Brewing Company,1246837454,4.5,4.0,4.0,PDXHops,American IPA,4.0,4.5,Caldera IPA,6.1,10784
539,1075,Caldera Brewing Company,1246666482,4.5,4.0,4.0,tronester,American IPA,4.5,4.0,Caldera IPA,6.1,10784
540,1075,Caldera Brewing Company,1246392204,4.0,4.0,4.0,Seanibus,American IPA,4.0,4.0,Caldera IPA,6.1,10784
541,1075,Caldera Brewing Company,1238797238,4.5,4.5,4.0,Monkeyknife,American IPA,3.5,4.0,Caldera IPA,6.1,10784
542,1075,Caldera Brewing Company,1246326741,4.0,4.5,4.0,philbe311,American IPA,4.5,4.0,Caldera IPA,6.1,10784
543,1075,Caldera Brewing Company,1246257499,3.5,4.5,4.0,macktbone,American IPA,3.5,4.0,Caldera IPA,6.1,10784
